# Files the two Wado parsers disagree about, as of the last
# `scripts/check-grammar.sh --update`. Regenerated, not hand-edited.
#
#   gale-rejects   Wado.g4 reports a syntax error where the compiler parses
#                  cleanly — a grammar gap. This side must reach zero.
#   gale-accepts   the compiler's parser rejects where Wado.g4 is happy. Most
#                  of these are rules no context-free grammar can state (a
#                  chained `!=`, a non-trailing default argument, `#[serde]`
#                  spelled out in a diagnostic), so they stay.
#
# kind<TAB>path<TAB>line<TAB>message
gale-rejects	wado-compiler/tests/fixtures/monomorphize_generic_method_in_for_of.wado	49	expected RBRACE; got "_"
gale-rejects	wado-compiler/tests/fixtures/monomorphize_generic_reactive_local.wado	7	expected ';'; got "let"
gale-rejects	wado-compiler/tests/fixtures/mut_check_binding_shapes.wado	23	expected 'of', ':' or '='; no alternative of forTail matches
gale-rejects	wado-compiler/tests/fixtures/opt_const_fold_nested_operand.wado	9	expected ';'; got "}"
gale-rejects	wado-compiler/tests/fixtures/opt_deref_assign_temp_prefix.wado	19	expected ';'; got "}"
gale-rejects	wado-compiler/tests/fixtures/opt_inline.wado	4	unexpected input "fn"
gale-rejects	wado-compiler/tests/fixtures/opt_scalar_forward_call_clobber.wado	22	expected ';'; got "}"
gale-rejects	wado-compiler/tests/fixtures/opt_scalar_forward_precision.wado	12	expected ';'; got "}"
gale-rejects	wado-compiler/tests/fixtures/param_list_trailing_comma.wado	25	unexpected input "fn"
gale-rejects	wado-compiler/tests/fixtures/range_in_or_pattern.wado	6	expected RBRACE; got "'0'"
gale-rejects	wado-compiler/tests/fixtures/range_match_assoc_const.wado	3	unexpected input "test"
gale-rejects	wado-compiler/tests/fixtures/range_match_basic.wado	6	expected RBRACE; got "0"
gale-rejects	wado-compiler/tests/fixtures/range_match_char.wado	6	expected RBRACE; got "'a'"
gale-rejects	wado-compiler/tests/fixtures/range_match_empty_pattern_error.wado	7	expected RBRACE; got "5"
gale-rejects	wado-compiler/tests/fixtures/range_match_exhaustive_error.wado	8	expected RBRACE; got "1"
gale-rejects	wado-compiler/tests/fixtures/range_match_exhaustive_u8.wado	2	unexpected input "test"
gale-rejects	wado-compiler/tests/fixtures/range_match_overlap_error.wado	7	expected RBRACE; got "0"
gale-rejects	wado-compiler/tests/fixtures/range_match_reversed_char_pattern_error.wado	3	unexpected input "test"
gale-rejects	wado-compiler/tests/fixtures/range_match_reversed_inclusive_pattern_error.wado	3	unexpected input "test"
gale-rejects	wado-compiler/tests/fixtures/range_match_reversed_pattern_error.wado	3	unexpected input "test"
gale-rejects	wado-compiler/tests/fixtures/range_matches_operator.wado	2	unexpected input "test"
gale-rejects	wado-compiler/tests/fixtures/range_pattern_escaped_char_bound.wado	6	expected RBRACE; got "..="
gale-rejects	wado-compiler/tests/fixtures/serde_ndjson_wrapper.wado	27	expected '='; got ";"
gale-rejects	wado-compiler/tests/fixtures/stores_grammar_relaxed.wado	20	extraneous input ","
gale-rejects	wado-compiler/tests/fixtures/struct_1.wado	71	unexpected input "test"
gale-rejects	wado-compiler/tests/fixtures/struct_literal_string_key.wado	10	expected ';'; got "{"
gale-rejects	wado-compiler/tests/fixtures/struct_literal_string_key_destructure.wado	10	expected ';'; got "{"
gale-rejects	wado-compiler/tests/fixtures/struct_literal_string_key_keyword.wado	6	expected ';'; got ":"
gale-rejects	wado-compiler/tests/fixtures/sub/cross_module_same_name_bound_alias_dep.wado	1	unexpected input "export"
gale-rejects	wado-compiler/tests/fixtures/sub/cross_module_same_name_bound_alias_newtype_dep.wado	1	unexpected input "export"
gale-rejects	wado-compiler/tests/fixtures/sub/cross_module_same_name_bound_trait_a.wado	2	unexpected input "export"
gale-rejects	wado-compiler/tests/fixtures/sub/cross_module_same_name_bound_trait_b.wado	3	unexpected input "export"
gale-rejects	wado-compiler/tests/fixtures/sub/cross_module_same_name_trait_two_impls_a.wado	1	unexpected input "export"
gale-rejects	wado-compiler/tests/fixtures/sub/cross_module_same_name_trait_two_impls_b.wado	1	unexpected input "export"
gale-rejects	wado-compiler/tests/fixtures/sub/cross_module_same_name_world_a.wado	2	unexpected input "#"
gale-rejects	wado-compiler/tests/fixtures/sub/cross_module_same_name_world_b.wado	3	unexpected input "#"
gale-rejects	wado-compiler/tests/fixtures/sub/cross_module_supertrait_alias_base.wado	1	unexpected input "export"
gale-rejects	wado-compiler/tests/fixtures/sub/cross_module_supertrait_alias_mid.wado	3	unexpected input "export"
gale-rejects	wado-compiler/tests/fixtures/sub/eq_ord_cross_module_same_name_a.wado	1	unexpected input "export"
gale-rejects	wado-compiler/tests/fixtures/sub/internal_field_module.wado	4	unexpected input "pub"
gale-rejects	wado-compiler/tests/fixtures/sub/ns_qualified_trait_head_lib.wado	1	unexpected input "export"
gale-rejects	wado-compiler/tests/fixtures/sub/ufcs_supertrait_frame_dep.wado	7	unexpected input "pub"
gale-rejects	wado-compiler/tests/fixtures/sub/value_copy_array_xmod_a.wado	1	unexpected input "export"
gale-rejects	wado-compiler/tests/fixtures/sub/value_copy_array_xmod_b.wado	1	unexpected input "export"
gale-rejects	wado-compiler/tests/fixtures/sub/visibility_facade_impl.wado	3	expected ';'; got "}"
gale-rejects	wado-compiler/tests/fixtures/sub/visibility_lib.wado	6	expected ';'; got "}"
gale-rejects	wado-compiler/tests/fixtures/trait_argument_synthesized_scopes.wado	92	unexpected input "test"
gale-rejects	wado-compiler/tests/fixtures/trait_bound_7.wado	28	expected '>'; got ":"
gale-rejects	wado-compiler/tests/fixtures/trait_bound_impl_block_violation.wado	8	expected '>'; got ":"
gale-rejects	wado-compiler/tests/fixtures/trait_bound_struct_field_bounded_violation.wado	11	expected '>'; got ":"
gale-rejects	wado-compiler/tests/fixtures/trait_default_static_method_generic.wado	3	unexpected input "trait"
gale-rejects	wado-compiler/tests/fixtures/trait_supertrait_aliased_import.wado	5	unexpected input "trait"
gale-rejects	wado-compiler/tests/fixtures/trait_supertrait_bound_elaboration.wado	7	unexpected input "trait"
gale-rejects	wado-compiler/tests/fixtures/tuple_2.wado	92	expected '_', 'mut', IDENTIFIER, 'from', 'of', 'type', 'matches', 'stores', 'world', 'interface', 'resource', 'import', 'export', 'reactive', 'unique', 'forward', 'trap', 'effect', 'flags', 'variant', INTEGER, FLOAT, STRING_LITERAL, BACKTICK, CHAR_LITERAL, 'true', 'false', 'null', '-', LBRACE, '(' or '['; no alternative of patternPrimary matches
gale-rejects	wado-compiler/tests/fixtures/typecheck_if_expr_missing_else.wado	5	expected 'else'; got ";"
gale-rejects	wado-compiler/tests/fixtures/ufcs_supertrait_bound_in_generic.wado	8	unexpected input "trait"
gale-rejects	wado-compiler/tests/fixtures/user_world_smoke.wado	4	unexpected input "#"
gale-rejects	wado-compiler/tests/fixtures/value_copy_elide_variant_alias.wado	69	unexpected input "test"
gale-rejects	wado-compiler/tests/fixtures/value_copy_mut_receiver_alias.wado	21	unexpected input "test"
gale-rejects	wado-compiler/tests/fixtures/var_uninit_loop_not_guaranteed_error.wado	5	expected '='; got ";"
gale-rejects	wado-compiler/tests/fixtures/var_uninit_missing_else_error.wado	4	expected '='; got ";"
gale-rejects	wado-compiler/tests/fixtures/var_uninit_no_assign_error.wado	4	expected '='; got ";"
gale-rejects	wado-compiler/tests/fixtures/var_uninit_partial_match_error.wado	4	expected '='; got ";"
gale-rejects	wado-compiler/tests/fixtures/var_uninit_valid.wado	6	unexpected input "test"
gale-rejects	wado-compiler/tests/fixtures/variadic_1.wado	26	expected ']'; got ","
gale-rejects	wado-compiler/tests/fixtures/variadic_2.wado	26	expected ']'; got ","
gale-rejects	wado-compiler/tests/fixtures/variadic_3.wado	63	expected ']'; got ","
gale-rejects	wado-compiler/tests/fixtures/variadic_impl_target_fixed_elements.wado	10	expected ']'; got ","
gale-rejects	wado-compiler/tests/fixtures/variadic_tuple_literal_index.wado	6	unexpected input "fn"
gale-rejects	wado-compiler/tests/fixtures/variant_qualified_pattern.wado	27	unexpected input "<"
gale-rejects	wado-compiler/tests/fixtures/visibility_internal_field.wado	5	unexpected input "struct"
gale-rejects	wado-compiler/tests/fixtures/while_merged.wado	35	unexpected input "test"
gale-rejects	wado-compiler/tests/fixtures/with_handler_body_return_is_definite_exit.wado	25	expected ';'; got "}"
gale-rejects	wado-compiler/tests/format.fixtures/all_dirty.wado	89	expected '>'; got ":"
gale-rejects	wado-compiler/tests/format.fixtures/mess_dirty.wado	173	expected '>'; got ":"
gale-rejects	wado-compiler/tests/format.fixtures/no_prelude_dirty.wado	29	expected '>'; got ":"
